   1.126622114600000E+00   5.548637131800000E-02   1.527389377500000E-01   6.030793917500000E-02   4.827554459800000E-01   4.900001326100000E-01   3.231212554600000E+04
   1.126631105500000E+00   5.551490923900000E-02   1.527101912500000E-01   6.027231821100000E-02   4.827426039600000E-01   4.899134674700000E-01   3.231212554600000E+04
   1.126644502500000E+00   5.555779517500000E-02   1.526670605300000E-01   6.021891077100000E-02   4.827232934800000E-01   4.897835365300000E-01   3.231212554600000E+04
   1.126664396900000E+00   5.562230109100000E-02   1.526003250600000E-01   6.013774450200000E-02   4.827019684600000E-01   4.895887909300000E-01   3.231212554600000E+04
   1.126693784700000E+00   5.571945626000000E-02   1.525029371800000E-01   6.001773622700000E-02   4.826574822600000E-01   4.892970140900000E-01   3.231212554600000E+04
   1.126736842300000E+00   5.586607690500000E-02   1.523567349400000E-01   5.983800021500000E-02   4.825902174000000E-01   4.888601258200000E-01   3.231212554600000E+04
   1.126799113100000E+00   5.608800245800000E-02   1.521404892200000E-01   5.957035237200000E-02   4.824867603500000E-01   4.882065735500000E-01   3.231212554600000E+04
   1.126887269600000E+00   5.642539532500000E-02   1.518121157400000E-01   5.916835056500000E-02   4.823320716900000E-01   4.872303683900000E-01   3.231212554600000E+04
   1.126976891800000E+00   5.680282644400000E-02   1.514500819500000E-01   5.872814325800000E-02   4.821580136300000E-01   4.861625121100000E-01   3.231212554600000E+04
   1.127066477200000E+00   5.722572910800000E-02   1.510475493100000E-01   5.824504589300000E-02   4.819606901400000E-01   4.849954868300000E-01   3.231212554600000E+04
   1.127153997900000E+00   5.770044224700000E-02   1.506097327200000E-01   5.771815164600000E-02   4.817406431400000E-01   4.837215000800000E-01   3.231212554600000E+04
   1.127236761200000E+00   5.823438002100000E-02   1.501269212600000E-01   5.714242246900000E-02   4.814912887800000E-01   4.823326307700000E-01   3.231212554600000E+04
   1.127236776500000E+00   5.823448965500000E-02   1.501255606500000E-01   5.714415902000000E-02   4.814881493900000E-01   4.823323502700000E-01   3.231212554600000E+04
   1.127368151400000E+00   5.945365341900000E-02   1.490609411900000E-01   5.589280320200000E-02   4.809165344000000E-01   4.793275567200000E-01   3.231212554600000E+04
