   8.794393223300000E+00   4.818194923100000E-01   3.600379449200000E-01   4.990796923900000E-01   2.491454288400000E-01   2.000000000000000E+01   6.862390808100000E+00
   8.793344351500000E+00   4.821819882400000E-01   3.643152102300000E-01   4.997141022700000E-01   2.489965295300000E-01   1.999994589400000E+01   6.862390808100000E+00
   8.786526284900001E+00   4.819334953600000E-01   3.639804824300000E-01   4.997138905300000E-01   2.476083450000000E-01   2.001502399600000E+01   6.862390808100000E+00
   8.786074286900000E+00   4.819171298200000E-01   3.639583069200000E-01   4.997138763500000E-01   2.474970238900000E-01   2.001602274400000E+01   6.862390808100000E+00
   8.785396211600000E+00   4.818926037100000E-01   3.639250433200000E-01   4.997138550400000E-01   2.473596847900000E-01   2.001752084500000E+01   6.862390808100000E+00
   8.784378921600000E+00   4.818558644400000E-01   3.638751471100000E-01   4.997138229900000E-01   2.471535757500000E-01   2.001976794800000E+01   6.862390808100000E+00
   8.782852589199999E+00   4.818008675600000E-01   3.638003010000000E-01   4.997137747300000E-01   2.468531221000000E-01   2.002313849400000E+01   6.862390808100000E+00
   8.780562198300000E+00   4.817186235900000E-01   3.636880278000000E-01   4.997137019200000E-01   2.463825321100000E-01   2.002819406700000E+01   6.862390808100000E+00
   8.777124610800000E+00   4.815958206900000E-01   3.635196091100000E-01   4.997135917700000E-01   2.456755547900000E-01   2.003577687400000E+01   6.862390808100000E+00
   8.773006135699999E+00   4.814496897100000E-01   3.633179717400000E-01   4.997134584200000E-01   2.448375629200000E-01   2.004485380400000E+01   6.862390808100000E+00
   8.768884253100000E+00   4.813045145700000E-01   3.631163197100000E-01   4.997133234500000E-01   2.439898431400000E-01   2.005392977200000E+01   6.862390808100000E+00
   8.764758982400000E+00   4.811602882200000E-01   3.629146534500000E-01   4.997131868600000E-01   2.431403021500000E-01   2.006300477200000E+01   6.862390808100000E+00
   8.760630342500001E+00   4.810170036700000E-01   3.627129733600000E-01   4.997130486500000E-01   2.423212046700000E-01   2.007207879800000E+01   6.862390808100000E+00
   8.756498352200000E+00   4.808746539800000E-01   3.625112798700000E-01   4.997129088100000E-01   2.414773873200000E-01   2.008115184500000E+01   6.862390808100000E+00
   8.752363030500000E+00   4.807332322600000E-01   3.623095733700000E-01   4.997127673500000E-01   2.406317696400000E-01   2.009022391000000E+01   6.862390808100000E+00
   8.748224395699999E+00   4.805927317000000E-01   3.621078542700000E-01   4.997126242700000E-01   2.397905486800000E-01   2.009929498800000E+01   6.862390808100000E+00
   8.744082466600000E+00   4.804531455500000E-01   3.619061229500000E-01   4.997124795600000E-01   2.389447122500000E-01   2.010836507400000E+01   6.862390808100000E+00
   8.739937261300000E+00   4.803144671200000E-01   3.617043798100000E-01   4.997123332200000E-01   2.380971329600000E-01   2.011743416500000E+01   6.862390808100000E+00
   8.735788798200000E+00   4.801766898000000E-01   3.615026252200000E-01   4.997121852500000E-01   2.372503209100000E-01   2.012650225600000E+01   6.862390808100000E+00
   8.731637095300000E+00   4.800398070100000E-01   3.613008595600000E-01   4.997120356400000E-01   2.364000627200000E-01   2.013556934400000E+01   6.862390808100000E+00
   8.727482170700000E+00   4.799038122600000E-01   3.610990832000000E-01   4.997118844000000E-01   2.355481365500000E-01   2.014463542500000E+01   6.862390808100000E+00
   8.723324042200000E+00   4.797686991200000E-01   3.608972965100000E-01   4.997117315300000E-01   2.347125522600000E-01   2.015370049600000E+01   6.862390808100000E+00
   8.719162727600001E+00   4.796344612100000E-01   3.606954998400000E-01   4.997115770100000E-01   2.338611657600000E-01   2.016276455300000E+01   6.862390808100000E+00
   8.714998244500000E+00   4.795010922400000E-01   3.604936935600000E-01   4.997114208600000E-01   2.330081669600000E-01   2.017182759500000E+01   6.862390808100000E+00
   8.710830610400000E+00   4.793685859700000E-01   3.602918780100000E-01   4.997112630600000E-01   2.321718502300000E-01   2.018088961600000E+01   6.862390808100000E+00
   8.706659842700001E+00   4.792369362000000E-01   3.600900535300000E-01   4.997111036100000E-01   2.313280118400000E-01   2.018995061600000E+01   6.862390808100000E+00
   8.702485958600001E+00   4.791061368300000E-01   3.598882204600000E-01   4.997109425200000E-01   2.304825601600000E-01   2.019901059200000E+01   6.862390808100000E+00
   8.698308975300000E+00   4.789761818000000E-01   3.596863791400000E-01   4.997107797800000E-01   2.296343209200000E-01   2.020806954000000E+01   6.862390808100000E+00
   8.694128909900000E+00   4.788470651300000E-01   3.594845299000000E-01   4.997106153900000E-01   2.287835614700000E-01   2.021712745900000E+01   6.862390808100000E+00
   8.689945779200000E+00   4.787187808900000E-01   3.592826730500000E-01   4.997104493500000E-01   2.279312854800000E-01   2.022618434700000E+01   6.862390808100000E+00
   8.685759600000001E+00   4.785913232100000E-01   3.590808089300000E-01   4.997102816400000E-01   2.270768148200000E-01   2.023524020200000E+01   6.862390808100000E+00
   8.681570389099999E+00   4.784646863000000E-01   3.588789378400000E-01   4.997101122800000E-01   2.262214348200000E-01   2.024429502200000E+01   6.862390808100000E+00
