   1.007886980100000E+01   8.293945064400000E-01   4.629702072300000E-01   4.956743857200000E-01   4.976392245100000E-01   1.199999940000000E+01   7.602240056600000E+05
   1.007876991000000E+01   8.293994636000001E-01   4.629745907400000E-01   4.956784331400000E-01   4.976394706200000E-01   1.200099436300000E+01   7.602240056600000E+05
   1.007867011100000E+01   8.294041591500000E-01   4.629789617400000E-01   4.956824757500000E-01   4.976397154200000E-01   1.200198933400000E+01   7.602240056600000E+05
   1.007856043900000E+01   8.294093186300000E-01   4.629838044900000E-01   4.956870081000000E-01   4.976395599100000E-01   1.200308381200000E+01   7.602240056600000E+05
   1.007839613900000E+01   8.294170480600001E-01   4.629909660300000E-01   4.956936615800000E-01   4.976399562200000E-01   1.200472555100000E+01   7.602240056600000E+05
   1.007815015700000E+01   8.294286202600000E-01   4.630016442400000E-01   4.957036175200000E-01   4.976405445800000E-01   1.200718820500000E+01   7.602240056600000E+05
   1.007778223600000E+01   8.294459292200000E-01   4.630158931700000E-01   4.957187784500000E-01   4.976417930900000E-01   1.201088229300000E+01   7.602240056600000E+05
   1.007723271300000E+01   8.294717822800000E-01   4.630393938000000E-01   4.957410258100000E-01   4.976431090200000E-01   1.201642366100000E+01   7.602240056600000E+05
   1.007641370900000E+01   8.295103161000000E-01   4.630739393500000E-01   4.957741256200000E-01   4.976450162900000E-01   1.202473624000000E+01   7.602240056600000E+05
   1.007544151400000E+01   8.295560634200000E-01   4.631158305200000E-01   4.958132105100000E-01   4.976471256400000E-01   1.203468852100000E+01   7.602240056600000E+05
   1.007447827600000E+01   8.296013993100000E-01   4.631548741100000E-01   4.958519240900000E-01   4.976491996500000E-01   1.204464168000000E+01   7.602240056600000E+05
   1.007352392200000E+01   8.296463289600000E-01   4.631927640300000E-01   4.958901904700000E-01   4.976511668600000E-01   1.205459570200000E+01   7.602240056600000E+05
   1.007257837900000E+01   8.296908580600000E-01   4.632281960900000E-01   4.959283418800000E-01   4.976532953100000E-01   1.206455057200000E+01   7.602240056600000E+05
   1.007164157900000E+01   8.297349936400000E-01   4.632639277300000E-01   4.959657950200000E-01   4.976550309300000E-01   1.207450627500000E+01   7.602240056600000E+05
   1.007071344800000E+01   8.297787415300000E-01   4.632985848600000E-01   4.960028206900000E-01   4.976566668900000E-01   1.208446279600000E+01   7.602240056600000E+05
   1.006979391700000E+01   8.298221079300000E-01   4.633328389100000E-01   4.960395424700000E-01   4.976576479800000E-01   1.209442012200000E+01   7.602240056600000E+05
   1.006888291600000E+01   8.298651001200000E-01   4.633652667200000E-01   4.960757552300000E-01   4.976591359000000E-01   1.210437823800000E+01   7.602240056600000E+05
   1.006798037600000E+01   8.299077221600000E-01   4.633966713100000E-01   4.961115588500000E-01   4.976605314400000E-01   1.211433713000000E+01   7.602240056600000E+05
   1.006708622600000E+01   8.299499796000001E-01   4.634265313300000E-01   4.961470703300000E-01   4.976618196600000E-01   1.212429678400000E+01   7.602240056600000E+05
   1.006620039700000E+01   8.299918777500001E-01   4.634561448900000E-01   4.961822392000000E-01   4.976629561700000E-01   1.213425718800000E+01   7.602240056600000E+05
   1.006532282200000E+01   8.300334215800000E-01   4.634848052300000E-01   4.962170158000000E-01   4.976640053200000E-01   1.214421832900000E+01   7.602240056600000E+05
   1.006445343100000E+01   8.300746160100000E-01   4.635132507700000E-01   4.962513919000000E-01   4.976653913100000E-01   1.215418019200000E+01   7.602240056600000E+05
   1.006359215600000E+01   8.301154665600000E-01   4.635398975200000E-01   4.962854049200000E-01   4.976662942600000E-01   1.216414276500000E+01   7.602240056600000E+05
